"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5125","BCR-3.4 Tap Spend From row to open Select Wallet sheet","Business Cards - Relink Card to Existing Wallet","2026-07-31","passed","2026-07-31","","","",""
"","17446","BCAS-1.4 Verify popup message content","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","","""before all"" hook for VOP - SEPA (Android)","","2026-09-04","unknown","","","","",""
"","262632","Send P2P by slide (11 EUR)","Bank Transfer - Individual","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Freeze/UnFreeze Other User Virtual Card","","2026-09-04","unknown","","","","",""
"","25606","ABC-1.11 Freeze created card","Business Cards - Assign Physical card","2026-09-03","broken","2026-09-03","","","",""
"","277646","Send SEPA by slide (11 EUR)","Bank Transfer - Individual - SEPA","2026-08-17","passed","2026-08-17","","","",""
"","6676","HS-1.10 Verify spend analytics","Home Screen - Individual","2026-09-17","passed","2026-09-17","","","",""
"","9788","AB-USD-1.1 Open Pay tab","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","697","VOP-1.1 VOP sheet is displayed after Review Payment","VOP - SEPA (Android)","2026-08-10","passed","2026-08-10","","","",""
"","743","BCF-1.2 Verify Manage Cards screen is displayed","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","31809","PC-1.3 Enter and confirm physical-card delivery address (Android)","Physical card creation and blocking - Individual","2026-09-05","passed","2026-09-05","","","",""
"","61099","adds instrument to watchlist (Spotify)","Watchlist (iOS)","2026-04-20","broken","2026-04-20","","","",""
"","19365","FX-1.7 [Android] EUR → CHF: to-amount recalculates when destination wallet changes","FX Exchange","2026-08-11","broken","2026-08-11","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-06-09","unknown","","","","",""
"","11325","BCAS-1.4 Dismiss popup","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","","""before all"" hook for Add Beneficiary - Another person","","2026-09-05","unknown","","","","",""
"","2268","PD-1.8 Edit first name (TC1540)","Personal Details — read-only verification (TC1535-1546)","2026-09-12","passed","2026-09-12","","","",""
"","18142","BCCL-2.2 Select Physical Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-25","broken","2026-08-25","","","",""
"","41438","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-05-26","broken","2026-05-26","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-07-02","unknown","","","","",""
"","73993","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-04-30","passed","2026-04-30","","","",""
"","7495","BCCL-1.2 Tap Assign Card","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-03","passed","2026-09-03","","","",""
"","60093","PF-1.1 Select Individual account","Portfolio (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Bank Transfer - Individual","","2026-09-05","unknown","","","","",""
"","5034","TX-2.3 Tap Show All from Recent Activity","Transactions","2026-09-01","passed","2026-09-01","","Business identity","",""
"","240025","Send SWIFT by slide (11)","Bank Transfer - Individual - SWIFT","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","39857","AUTH-1.2 App locks after 3 invalid passcode attempts (TC200)","Authentication - Security","2026-09-01","passed","2026-09-01","","","",""
"","","""before all"" hook for Business Cards - No-Rights User Add Card Blocked","","2026-09-03","unknown","","","","",""
"","4769","AB-USD-1.4 Select beneficiary type","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","21","CPA-1.8 Select +1% and verify creation confirmation (iOS)","Price Alerts (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","","""before all"" hook for Add Funds","","2026-09-05","unknown","","","","",""
"","13024","BCW-1.1 Open More → Administration (TC1717/TC1718/TC1719)","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-17","unknown","","","","",""
"","105317","LF-1.1 Authenticate and reach Home","Matrix - Smoke","2026-09-05","passed","2026-09-05","","","",""
"","5675","HM-STORY-1.3 Wait for Storyly widget on Home","Home Screen - Storyly widget","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Bank Transfer - SWIFT Individual","","2026-09-16","unknown","","","","",""
"","18351","CARD-1.1 Verify card management actions are displayed for an existing card","Card Management - Joint account","2026-09-04","passed","2026-09-04","","","",""
"","2079","VOP-1.5 Close VOP sheet","VOP - SWIFT (Android)","2026-08-10","passed","2026-08-10","","","",""
"","10734","ABC-1.8 Verify success modal and close","Business Cards - Assign Physical card and lifecycle","2026-06-26","passed","2026-06-26","","","",""
"","9884","BCT-2.4 Select Virtual Card type","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","248496","Send SWIFT by slide (11)","Bank Transfer - Individual - SWIFT","2026-09-04","passed","2026-09-04","","","",""
"","14898","BCT-2.5 Select self (Dmytro Kertys) as assignee","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","25","PC-1.9 Create and confirm physical-card PIN (iOS)","Physical card creation and blocking - Individual","2026-09-05","skipped","2026-09-05","","","",""
"","51034","Android: send P2P by slide (11 EUR)","Bank Transfer - Individual","2026-03-03","skipped","2026-03-03","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","8281","HM-STORY-1.7 Verify Storyly content loads successfully","Home Screen - Storyly widget","2026-08-19","passed","2026-08-19","","","",""
"","654","HS-1.12 Bottom navigation is displayed","Home Screen - Individual","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-06-11","unknown","","","","",""
"","56926","Create physical card -> success","Physical card creation - Individual","2026-03-04","skipped","2026-03-04","","","",""
"","13420","AFBT-2.2 Open Add Funds","Add Funds - Bank Transfer - Wallet Manager","2026-08-19","passed","2026-08-19","","","",""
"","59240","HM-STORY-1.8 Open Storyly content","Home Screen - Storyly widget","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","16462","BCCL-2.2 Tap Assign Card again","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-05","broken","2026-08-05","","","",""
"","300","TX-2.2 Verify Recent Activity section is visible","Transactions","2026-09-01","passed","2026-09-01","","Business identity","",""
"","35625","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-08-13","passed","2026-08-13","","","",""
"","284","VOP-2.2 VOP result label shows a valid result","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","33","PO-1.3 Find BMW and place the initial buy order (iOS)","Orders (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","18734","AB-USD-1.6 Select USD wallet / currency","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","12507","BCF-1.1 Open More → Administration (TC1738/TC1739)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-04-30","unknown","","","","",""
"","26312","ABC-1.12 Delete created card via report/block","Business Cards - Assign Physical card","2026-09-03","broken","2026-09-03","","","",""
"","","""before all"" hook for Bank Transfer - Individual","","2026-09-05","unknown","","","","",""
"","134479","ABS-1.1 Open Add Beneficiary and select Another person (iOS)","Add Beneficiary - Another person","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Physical card creation, freezing and deletion - Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","22151","BCAS-1.3 Verify admin self-assign blocked alert appears","Business Cards - Admin Self-Assign Card Blocked","2026-08-05","broken","2026-08-05","","","",""
"","46856","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-08-13","passed","2026-08-13","","","",""
"","32915","HM-STORY-1.10 Close Storyly viewer and return to Home","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","","""before all"" hook for FX Exchange","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Business Cards - Freeze/UnFreeze Other User Virtual Card","","2026-07-30","unknown","","","","",""
"","53537","opens portfolio page (from Invest)","Portfolio (iOS/Android)","2026-07-28","passed","2026-07-28","","","",""
"","","""before all"" hook for Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","","2026-09-04","unknown","","","","",""
"","13560","BCT-2.5 Select self (Dmytro Kertys) as assignee","Business Cards - Create and Terminate Own Virtual Card","2026-09-02","passed","2026-09-02","","","",""
"","343","DS-1.2 Wait for Home","Cash Funds (Mobile)","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Business Cards - Assign Physical card","","2026-08-20","unknown","","","","",""
"","53617","HM-STORY-1.8 Open Storyly content","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-16","unknown","","","","",""
"","39765","P2P-1.1 Open payment screen and fill amount (Android)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-20","unknown","","","","",""
"","36","PO-1.5 Modify quantity and verify ACTIVE with modified quantity (iOS)","Orders (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","6869","ABC-1.9 Verify new card details screen","Business Cards - Assign Physical card and lifecycle","2026-06-26","broken","2026-06-26","","","",""
"","24051","PT-1.2 Open 3.5% Simonds Farsons Cisk 2027 (iOS)","Portfolio (iOS/Android)","2026-09-17","passed","2026-09-17","","","",""
"","16528","BCCL-2.4 Select Self as assignee","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-05","broken","2026-08-05","","","",""
"","208","VOP-2.2 VOP screen shows the passed first name","VOP - Beneficiary Creation (Android)","2026-09-04","passed","2026-09-04","","","",""
"","19081","BCCL-2.2 Select Physical Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","31788","BCCL-1.1 Open Manage Cards","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","","""before all"" hook for Portfolio (iOS)","","2026-04-23","unknown","","","","",""
"","1809","BCR-3.7 Verify Spend From on Card Details updated to the new wallet","Business Cards - Relink Card to Existing Wallet","2026-07-31","passed","2026-07-31","","","",""
"","19077","BCCL-2.1 Dismiss limit popup and return to Assign Card form","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","","""before all"" hook for Business Cards - Create and Terminate Own Virtual Card","","2026-09-01","unknown","","","","",""
"","18573","BCCL-1.3 Select Virtual Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-01","broken","2026-09-01","","","",""
"","6465","ABC-1.2 Tap Add New Card","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","51070","AB-USD-1.10 Enter beneficiary address and continue","Add Beneficiary - Another person (USD) - step by step","2026-09-04","broken","2026-09-04","","","",""
"","","""before all"" hook for Cash Funds (Mobile)","","2026-04-23","unknown","","","","",""
"","95855","User can open Pay tab in Individual context","Bank Transfer - Individual","2026-02-17","broken","2026-02-17","","","",""
"","49451","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-08-25","passed","2026-08-25","","","",""
"","","""before all"" hook for Business Cards - Create and Terminate Own Virtual Card","","2026-09-02","unknown","","","","",""
"","5319","BCF-1.4 Freeze the card (TC1738)","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-08-22","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-04-27","unknown","","","","",""
"","","Home screen elements are visible","Home Screen - Individual","2026-05-28","unknown","","","","",""
"","85677","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-03-27","passed","2026-03-27","","","",""
"","18159","VOP-1.2 VOP screen appears with result","VOP - SWIFT","2026-08-10","broken","2026-08-10","","","",""
